Film,Franchise,Film Rating,Genre,Release Date,Metacritic Score,Production Budget,WW Gross,Wins,Nominations,Oscar Winner,Oscar Nominee,Production Studio,Country of Origin,Length,Director,Sequence,Ratio,Sequel Film,Sequel Film Rating,Sequel Genre,Sequel Release Date,Sequel Production Budget,Sequel WW Gross,Sequel Ratio,Sequel Length,Sequel Director,Sequel Studio,Months Between Releases
28 Days Later...,28,R,Drama,2003-06-27,73.0,8000000.0,85720385,10,31,0,0,DNA Films,UK,113,Danny Boyle,1,10.715048125,28 Weeks Later,R,Drama,2007-05-11,15000000.0,65048678,4.336578533333330,100,Juan Carlos Fresnadillo,Fox Atomic,47
48 Hrs.,48,R,Action,1982-12-08,71.0,12000000.0,78868508,2,1,0,0,Paramount Pictures,USA,96,Walter Hill,1,6.572375666666670,Another 48 Hrs.,R,Action,1990-06-08,38000000.0,153518974,4.039973,93,Walter Hill,Paramount Pictures,90
Ace Ventura: Pet Detective,ace,PG-13,Comedy,1994-02-04,37.0,15000000.0,107217396,5,5,0,0,Morgan Creek Entertainment,USA,86,Tom Shadyac,1,7.1478264,Ace Ventura: When Nature Calls,PG-13,Adventure,1995-11-10,30000000.0,212385533,7.079517766666670,90,Steve Oedekerk,Morgan Creek Entertainment,21
The Addams Family,addams,PG-13,Comedy,1991-11-22,57.0,30000000.0,191502426,5,20,0,1,Orion Pictures,USA,99,Barry Sonnenfeld,1,6.3834142,Addams Family Values,PG-13,Comedy,1993-11-19,47000000.0,48919043,1.0408307021276600,94,Barry Sonnenfeld,Paramount Pictures,24
Agent Cody Banks,agent,PG,Action,2003-03-14,41.0,28000000.0,58795814,0,5,0,0,Metro-Goldwyn-Mayer (MGM),USA,102,Harald Zwart,1,2.0998505,Agent Cody Banks 2: Destination London,PG,Action,2004-03-12,26000000.0,28818995,1.1084228846153800,100,Kevin Allen,Dylan Sellers Productions,12
Alice in Wonderland,alice,PG,Adventure,2010-03-05,53.0,200000000.0,1025467110,33,63,1,1,Walt Disney Pictures,USA,108,Tim Burton,1,5.12733555,Alice Through the Looking Glass,PG,Adventure,2016-05-27,170000000.0,299457024,1.761511905882350,113,James Bobin,Walt Disney Pictures,74
Alien,alien,R,Horror,1979-06-22,89.0,11000000.0,108283202,16,21,1,1,Brandywine Productions,UK,117,Ridley Scott,1,9.843927454545450,Aliens,R,Action,1986-07-18,18500000.0,131335326,7.099206810810810,137,James Cameron,Twentieth Century Fox,85
Aliens,alien,R,Action,1986-07-18,84.0,18500000.0,131335326,18,23,1,1,Twentieth Century Fox,USA,137,James Cameron,2,7.099206810810810,Alien³,R,Action,1992-05-22,50000000.0,159814498,3.19628996,114,David Fincher,Twentieth Century Fox,70
Alien³,alien,R,Action,1992-05-22,59.0,50000000.0,159814498,5,24,0,1,Twentieth Century Fox,USA,114,David Fincher,3,3.19628996,Alien: Resurrection,R,Action,1997-11-26,75000000.0,161376069,2.15168092,109,Jean-Pierre Jeunet,Brandywine Productions,66
Alien: Resurrection,alien,R,Action,1997-11-26,63.0,75000000.0,161376069,7,21,0,0,Brandywine Productions,USA,109,Jean-Pierre Jeunet,4,2.15168092,Alien vs. Predator,PG-13,Action,2004-08-13,60000000.0,177427090,2.9571181666666700,101,Paul W.S. Anderson,Twentieth Century Fox,81
Alien vs. Predator,alien,PG-13,Action,2004-08-13,29.0,60000000.0,177427090,2,4,0,0,Twentieth Century Fox,USA,101,Paul W.S. Anderson,5,2.9571181666666700,Aliens vs. Predator: Requiem,R,Action,2007-12-25,40000000.0,130290885,3.257272125,94,Colin Strause,Twentieth Century Fox,40
Aliens vs. Predator: Requiem,alien,R,Action,2007-12-25,29.0,40000000.0,130290885,0,4,0,0,Twentieth Century Fox,USA,94,Colin Strause,6,3.257272125,Prometheus,R,Adventure,2012-06-08,130000000.0,403354469,3.1027266846153800,124,Ridley Scott,Twentieth Century Fox,54
Prometheus,alien,R,Adventure,2012-06-08,64.0,130000000.0,403354469,6,46,0,1,Twentieth Century Fox,USA,124,Ridley Scott,7,3.1027266846153800,Alien: Covenant,R,Horror,2017-05-19,97000000.0,240891763,2.483420237113400,122,Ridley Scott,Twentieth Century Fox,59
Alvin and the Chipmunks,alvin,PG,Animation,2007-12-14,39.0,60000000.0,365352546,3,2,0,0,Fox 2000 Pictures,USA,92,Tim Hill,1,6.0892091,Alvin and the Chipmunks: The Squeakquel,PG,Animation,2009-12-23,75000000.0,443140005,5.9085334,88,Betty Thomas,Fox 2000 Pictures,24
Alvin and the Chipmunks: The Squeakquel,alvin,PG,Animation,2009-12-23,41.0,75000000.0,443140005,3,0,0,0,Fox 2000 Pictures,USA,88,Betty Thomas,2,5.9085334,Alvin and the Chipmunks: Chipwrecked,G,Animation,2011-12-16,75000000.0,342695435,4.569272466666670,87,Mike Mitchell,Fox 2000 Pictures,24
An American Werewolf in London,american,R,Comedy,1981-08-21,60.0,10000000.0,30565292,2,3,1,1,Polygram Pictures,UK,97,John Landis,1,3.0565292,An American Werewolf in Paris,R,Comedy,1997-12-25,25000000.0,26570463,1.06281852,105,Anthony Waller,Hollywood Pictures,196
Anaconda,anaconda,PG-13,Action,1997-04-11,37.0,45000000.0,136885767,6,11,0,0,Cinema Line Film Corporation,USA,89,Luis Llosa,1,3.041905933333330,Anacondas: The Hunt for the Blood Orchid,PG-13,Action,2004-08-27,20000000.0,70992898,3.5496449,97,Dwight H. Little,Screen Gems,88
Analyze This,analyze,R,Comedy,1999-03-05,61.0,80000000.0,176885658,4,5,0,0,Village Roadshow Pictures,USA,103,Harold Ramis,1,2.211070725,Analyze That,R,Comedy,2002-12-06,60000000.0,55003135,0.9167189166666670,96,Harold Ramis,Warner Bros.,45
Anchorman: The Legend of Ron Burgundy,anchorman,PG-13,Comedy,2004-07-09,63.0,26000000.0,90649730,1,13,0,0,DreamWorks,USA,94,Adam McKay,1,3.486528076923080,Anchorman 2: The Legend Continues,PG-13,Comedy,2013-12-18,50000000.0,173649931,3.47299862,119,Adam McKay,Paramount Pictures,113
Angry Birds,angry,PG,Animation,2016-05-20,43.0,73000000.0,352333929,2,8,0,0,Columbia Pictures,Finland,97,Clay Kaytis,1,4.826492178082190,The Angry Birds Movie 2,PG,Animation,2019-08-14,65000000.0,154692886,2.379890553846150,97,Thurop Van Orman,Sony Pictures Animation,39
Annabelle,annabelle,R,Horror,2014-10-03,37.0,6500000.0,257047661,3,7,0,0,New Line Cinema,USA,99,John R. Leonetti,1,39.545794,Annabelle: Creation,R,Horror,2017-08-11,15000000.0,306515884,20.434392266666700,109,David F. Sandberg,Atomic Monster,34
Annabelle: Creation,annabelle,R,Horror,2017-08-11,62.0,15000000.0,306515884,1,6,0,0,Atomic Monster,USA,109,David F. Sandberg,2,20.434392266666700,Annabelle Comes Home,R,Horror,2019-06-26,30000000.0,231252591,7.7084197,106,Gary Dauberman,Atomic Monster,22
Arthur and the Invisibles,arthur,PG,Animation,2007-01-12,39.0,86000000.0,108605609,1,4,0,0,EuropaCorp,France,94,Luc Besson,1,1.262855918604650,Arthur et la vengeance de Maltazard,PG,Animation,2009-12-02,86450000.0,52377611,0.6058717293233080,107,Luc Besson,EuropaCorp,35
Arthur et la vengeance de Maltazard,arthur,PG,Animation,2009-12-02,,86450000.0,52377611,1,4,0,0,EuropaCorp,France,107,Luc Besson,2,0.6058717293233080,Arthur 3: la guerre des deux mondes,PG,Animation,2010-10-13,86450000.0,33885979,0.391971995373048,101,Luc Besson,EuropaCorp,10
Asterix and Obelix vs. Caesar,asterix,Not Rated,Adventure,2000-07-14,,38446800.0,101000000,4,1,0,0,AMLF,France,109,Claude Zidi,1,2.6270066689555400,Asterix and Obelix Meet Cleopatra,PG,Adventure,2005-06-24,42510000.0,128027976,3.0117143260409300,107,Alain Chabat,Canal+,59
Asterix and Obelix Meet Cleopatra,asterix,PG,Adventure,2005-06-24,,42510000.0,128027976,1,4,0,0,Canal+,France,107,Alain Chabat,2,3.0117143260409300,Astérix aux jeux olympiques,PG,Adventure,2008-06-13,103740000.0,131856927,1.2710326489300200,116,Frédéric Forestier,Pathé Renn Productions,36
Astérix aux jeux olympiques,asterix,PG,Adventure,2008-06-13,,103740000.0,131856927,1,4,0,0,Pathé Renn Productions,France,116,Frédéric Forestier,3,1.2710326489300200,Astérix and Obélix: God Save Britannia,PG,Adventure,2012-10-17,81130000.0,61319383,0.7558163811167260,110,Laurent Tirard,Fidélité Films,52
Atlas Shrugged: Part I,atlas,PG-13,Drama,2011-04-15,28.0,20000000.0,4627375,1,0,0,0,Atlas Productions,USA,97,Paul Johansson,1,0.23136875,Atlas Shrugged II: The Strike,PG-13,Drama,2012-10-12,10000000.0,3336053,0.3336053,111,John Putch,Atlas 2 Productions,18
Austin Powers: International Man of Mystery,austin,PG-13,Adventure,1997-05-02,51.0,16500000.0,67683989,3,8,0,0,Capella International,USA,89,Jay Roach,1,4.102059939393940,Austin Powers: The Spy Who Shagged Me,PG-13,Action,1999-06-11,33000000.0,312016928,9.455058424242420,95,Jay Roach,New Line Cinema,25
Austin Powers: The Spy Who Shagged Me,austin,PG-13,Action,1999-06-11,59.0,33000000.0,312016928,18,30,0,1,New Line Cinema,USA,95,Jay Roach,2,9.455058424242420,Austin Powers in Goldmember,PG-13,Action,2002-07-26,63000000.0,296938801,4.713314301587300,94,Jay Roach,New Line Cinema,37
The Avengers,avengers,PG-13,Action,2012-05-04,69.0,220000000.0,1518812988,38,79,0,1,Marvel Studios,USA,143,Joss Whedon,1,6.9036954,Avengers: Age of Ultron,PG-13,Action,2015-05-01,250000000.0,1402805868,5.611223472,141,Joss Whedon,Marvel Studios,36
Avengers: Age of Ultron,avengers,PG-13,Action,2015-05-01,66.0,250000000.0,1402805868,8,47,0,0,Marvel Studios,USA,141,Joss Whedon,2,5.611223472,Avengers: Infinity War,PG-13,Action,2018-04-27,321000000.0,2048359754,6.381183034267910,149,Anthony Russo,Marvel Studios,35
Avengers: Infinity War,avengers,PG-13,Action,2018-04-27,68.0,321000000.0,2048359754,44,71,0,1,Marvel Studios,USA,149,Anthony Russo,3,6.381183034267910,Avengers: Endgame,PG-13,Action,2019-04-26,356000000.0,2797800564,7.858990348314610,181,Anthony Russo,Marvel Studios,12
Bad Boys,badboy,R,Action,1995-04-07,41.0,19000000.0,141407024,1,3,0,0,Don Simpson/Jerry Bruckheimer Films,USA,119,Michael Bay,1,7.442474947368420,Bad Boys II,R,Action,2003-07-18,130000000.0,273339556,2.1026119692307700,147,Michael Bay,Columbia Pictures,99
Bad Boys II,badboy,R,Action,2003-07-18,38.0,130000000.0,273339556,5,13,0,0,Columbia Pictures,USA,147,Michael Bay,2,2.1026119692307700,Bad Boys For Life,R,Action,2020-01-17,90000000.0,419074646,4.656384955555560,124,Adil El Arbi,Columbia Pictures,198
Bad Santa,badsanta,R,Comedy,2003-11-26,70.0,23000000.0,76488889,1,11,0,0,Columbia Pictures,Germany,92,Terry Zwigoff,1,3.3256038695652200,Bad Santa 2,R,Comedy,2016-11-23,26000000.0,24079268,0.9261256923076920,92,Mark Waters,Broad Green Pictures,156
Basic Instinct,basic,R,Drama,1992-03-20,41.0,49000000.0,352927224,5,21,0,1,Carolco Pictures,France,127,Paul Verhoeven,1,7.202596408163270,Basic Instinct 2,R,Drama,2006-03-31,70000000.0,38629478,0.5518496857142860,114,Michael Caton-Jones,Metro-Goldwyn-Mayer (MGM),168
Batman,batman,PG-13,Action,1989-06-23,69.0,35000000.0,411556825,8,26,1,1,Warner Bros.,USA,126,Tim Burton,1,11.758766428571400,Batman Returns,PG-13,Action,1992-06-19,80000000.0,266903053,3.3362881625,126,Tim Burton,Warner Bros.,36
Batman Returns,batman,PG-13,Action,1992-06-19,68.0,80000000.0,266903053,2,27,0,1,Warner Bros.,USA,126,Tim Burton,2,3.3362881625,Batman Forever,PG-13,Action,1995-06-16,100000000.0,336567531,3.36567531,121,Joel Schumacher,Warner Bros.,36
Batman Forever,batman,PG-13,Action,1995-06-16,51.0,100000000.0,336567531,10,22,0,1,Warner Bros.,USA,121,Joel Schumacher,3,3.36567531,Batman & Robin,PG-13,Action,1997-06-20,125000000.0,238235915,1.90588732,125,Joel Schumacher,Warner Bros.,24
Batman & Robin,batman,PG-13,Action,1997-06-20,28.0,125000000.0,238235915,10,22,0,0,Warner Bros.,USA,125,Joel Schumacher,4,1.90588732,Batman Begins,PG-13,Action,2005-06-15,150000000.0,373413297,2.48942198,140,Christopher Nolan,Warner Bros.,96
Batman Begins,batman,PG-13,Action,2005-06-15,70.0,150000000.0,373413297,14,72,0,1,Warner Bros.,USA,140,Christopher Nolan,5,2.48942198,The Dark Knight,PG-13,Action,2008-07-18,185000000.0,1004934033,5.432075854054050,152,Christopher Nolan,Warner Bros.,37
The Dark Knight,batman,PG-13,Action,2008-07-18,84.0,185000000.0,1004934033,153,159,1,1,Warner Bros.,USA,152,Christopher Nolan,6,5.432075854054050,The Dark Knight Rises,PG-13,Action,2012-07-20,250000000.0,1081041287,4.324165148,164,Christopher Nolan,Warner Bros.,48
Before Sunrise,before,R,Drama,1995-01-27,77.0,2500000.0,5986708,1,7,0,0,Castle Rock Entertainment,USA,101,Richard Linklater,1,2.3946832,Before Sunset,R,Drama,2004-07-30,2700000.0,15936507,5.90241,80,Richard Linklater,Warner Independent Pictures (WIP),114
Before Sunset,before,R,Drama,2004-07-30,90.0,2700000.0,15936507,9,31,0,1,Warner Independent Pictures (WIP),USA,80,Richard Linklater,2,5.90241,Before Midnight,R,Drama,2013-06-14,3000000.0,20994648,6.998216,109,Richard Linklater,Faliro House Productions,107
The Best Man,bestman,R,Comedy,1999-10-22,61.0,9000000.0,34573780,7,11,0,0,40 Acres & A Mule Filmworks,USA,120,Malcolm D. Lee,1,3.8415311111111100,The Best Man Holiday,R,Comedy,2013-11-15,17000000.0,72835710,4.284453529411760,123,Malcolm D. Lee,Universal Pictures,169
Beverly Hills Cop,beverly,R,Action,1984-12-05,66.0,14000000.0,316360478,4,4,0,1,Paramount Pictures,USA,105,Martin Brest,1,22.597177,Beverly Hills Cop II,R,Action,1987-05-20,28000000.0,299965036,10.713037,100,Tony Scott,Paramount Pictures,29
Beverly Hills Cop II,beverly,R,Action,1987-05-20,48.0,28000000.0,299965036,6,3,0,1,Paramount Pictures,USA,100,Tony Scott,2,10.713037,Beverly Hills Cop III,R,Action,1994-05-25,50000000.0,119208989,2.38417978,104,John Landis,Paramount Pictures,84
Deuce Bigalow: Male Gigolo,bigalow,R,Comedy,1999-12-10,30.0,17000000.0,92938755,0,2,0,0,Happy Madison Productions,USA,88,Mike Mitchell,1,5.4669855882352900,Deuce Bigalow: European Gigolo,R,Comedy,2005-08-12,22000000.0,45109561,2.050434590909090,83,Mike Bigelow,Columbia Pictures,68
Big Momma's House,bigmomma,PG-13,Action,2000-06-02,33.0,30000000.0,173959438,1,9,0,0,Twentieth Century Fox,Germany,99,Raja Gosnell,1,5.798647933333330,Big Momma's House 2,PG-13,Comedy,2006-01-27,40000000.0,141522961,3.538074025,99,John Whitesell,Twentieth Century Fox,67
Big Momma's House 2,bigmomma,PG-13,Comedy,2006-01-27,34.0,40000000.0,141522961,1,5,0,0,Twentieth Century Fox,USA,99,John Whitesell,2,3.538074025,"Big Mommas: Like Father, Like Son",PG-13,Action,2011-02-18,32000000.0,82686066,2.5839395625,107,John Whitesell,Regency Enterprises,61
Blade Runner,blade,R,Action,1982-06-25,84.0,28000000.0,41473619,12,16,0,1,The Ladd Company,USA,117,Ridley Scott,1,1.4812006785714300,Blade,R,Action,1998-08-21,45000000.0,131183530,2.9151895555555600,120,Stephen Norrington,Amen Ra Films,194
Blade,blade,R,Action,1998-08-21,45.0,45000000.0,131183530,5,10,0,0,Amen Ra Films,USA,120,Stephen Norrington,2,2.9151895555555600,Blade II,R,Action,2002-03-22,54000000.0,155010032,2.870556148148150,117,Guillermo del Toro,New Line Cinema,43
Blade II,blade,R,Action,2002-03-22,52.0,54000000.0,155010032,6,10,0,0,New Line Cinema,Germany,117,Guillermo del Toro,3,2.870556148148150,Blade: Trinity,R,Action,2004-12-08,65000000.0,131977904,2.030429292307690,113,David S. Goyer,New Line Cinema,33
Blade: Trinity,blade,R,Action,2004-12-08,38.0,65000000.0,131977904,0,1,0,0,New Line Cinema,USA,113,David S. Goyer,4,2.030429292307690,Blade Runner 2049,R,Action,2017-10-06,150000000.0,259239658,1.7282643866666700,164,Denis Villeneuve,Alcon Entertainment,154
The Blues Brothers,blues,R,Adventure,1980-06-20,60.0,27000000.0,115229890,1,0,0,0,Universal Pictures,USA,133,John Landis,1,4.267773703703700,Blues Brothers 2000,PG-13,Action,1998-02-06,28000000.0,14051384,0.5018351428571430,123,John Landis,Universal Pictures,212
Horrible Bosses,bosses,R,Comedy,2011-07-08,57.0,35000000.0,209838559,3,13,0,0,New Line Cinema,USA,98,Seth Gordon,1,5.9953874,Horrible Bosses 2,R,Comedy,2014-11-26,42000000.0,107645357,2.5629846904761900,108,Sean Anders,BenderSpink,40
The Bourne Identity,bourne,PG-13,Action,2002-06-14,68.0,60000000.0,214034224,3,6,0,0,Universal Pictures,USA,119,Doug Liman,1,3.567237066666670,The Bourne Supremacy,PG-13,Action,2004-07-23,75000000.0,290835269,3.8778035866666700,108,Paul Greengrass,Universal Pictures,25
The Bourne Supremacy,bourne,PG-13,Action,2004-07-23,73.0,75000000.0,290835269,5,22,0,0,Universal Pictures,USA,108,Paul Greengrass,2,3.8778035866666700,The Bourne Ultimatum,PG-13,Action,2007-08-03,110000000.0,444100035,4.037273045454550,115,Paul Greengrass,Universal Pictures,37
The Bourne Ultimatum,bourne,PG-13,Action,2007-08-03,85.0,110000000.0,444100035,26,41,1,1,Universal Pictures,USA,115,Paul Greengrass,3,4.037273045454550,The Bourne Legacy,PG-13,Action,2012-08-10,125000000.0,276144750,2.209158,135,Tony Gilroy,Universal Pictures,60
Bridget Jones's Diary,bridget,R,Comedy,2001-04-13,66.0,25000000.0,281929795,8,29,0,1,Miramax,UK,97,Sharon Maguire,1,11.2771918,Bridget Jones: The Edge of Reason,R,Comedy,2004-11-19,40000000.0,265126918,6.62817295,108,Beeban Kidron,Universal Pictures,43
Bridget Jones: The Edge of Reason,bridget,R,Comedy,2004-11-19,44.0,40000000.0,265126918,0,10,0,0,Universal Pictures,UK,108,Beeban Kidron,2,6.62817295,Bridget Jones's Baby,R,Comedy,2016-09-16,35000000.0,211952420,6.055783428571430,123,Sharon Maguire,Universal Pictures,142
Back to the Future,bttf,PG,Adventure,1985-07-03,87.0,19000000.0,388355305,19,25,1,1,Universal Pictures,USA,116,Robert Zemeckis,1,20.43975289473680,Back to the Future Part II,PG,Adventure,1989-11-22,40000000.0,335949377,8.398734425,108,Robert Zemeckis,Universal Pictures,52
Back to the Future Part II,bttf,PG,Adventure,1989-11-22,57.0,40000000.0,335949377,9,8,0,1,Universal Pictures,USA,108,Robert Zemeckis,2,8.398734425,Back to the Future Part III,PG,Adventure,1990-05-25,40000000.0,246144250,6.15360625,118,Robert Zemeckis,Universal Pictures,6
Captain America: The First Avenger,captainamerica,PG-13,Action,2011-07-22,66.0,140000000.0,370569774,4,46,0,0,Paramount Pictures,USA,124,Joe Johnston,1,2.646926957142860,Captain America: The Winter Soldier,PG-13,Action,2014-04-04,170000000.0,714421503,4.202479429411770,136,Anthony Russo,Marvel Entertainment,33
Captain America: The Winter Soldier,captainamerica,PG-13,Action,2014-04-04,70.0,170000000.0,714421503,5,50,0,1,Marvel Entertainment,USA,136,Anthony Russo,2,4.202479429411770,Captain America: Civil War,PG-13,Action,2016-05-06,250000000.0,1153296293,4.613185172,147,Anthony Russo,Marvel Studios,25
Cars,cars,G,Animation,2006-06-09,73.0,120000000.0,461983149,28,32,0,1,Pixar Animation Studios,USA,117,John Lasseter,1,3.849859575,Cars 2,G,Animation,2011-06-24,200000000.0,559852396,2.79926198,106,John Lasseter,Walt Disney Pictures,60
Cars 2,cars,G,Animation,2011-06-24,57.0,200000000.0,559852396,1,18,0,0,Walt Disney Pictures,USA,106,John Lasseter,2,2.79926198,Cars 3,G,Animation,2017-06-16,175000000.0,383930656,2.193889462857140,102,Brian Fee,Pixar Animation Studios,72
The Texas Chainsaw Massacre 2,chainsaw,Unrated,Comedy,1986-08-22,42.0,4700000.0,8025872,1,1,0,0,Cannon Films,USA,101,Tobe Hooper,1,1.707632340425530,Leatherface: Texas Chainsaw Massacre III,R,Horror,1990-01-12,2000000.0,5765562,2.882781,85,Jeff Burr,Nicolas Entertainment,41
Leatherface: Texas Chainsaw Massacre III,chainsaw,R,Horror,1990-01-12,30.0,2000000.0,5765562,0,1,0,0,Nicolas Entertainment,USA,85,Jeff Burr,2,2.882781,Texas Chainsaw Massacre: The Next Generation,R,Comedy,1995-10-21,600000.0,185898,0.30983,87,Kim Henkel,Genre Pictures,69
Texas Chainsaw Massacre: The Next Generation,chainsaw,R,Comedy,1995-10-21,50.0,600000.0,185898,0,1,0,0,Genre Pictures,USA,87,Kim Henkel,3,0.30983,The Texas Chainsaw Massacre,R,Horror,2003-10-17,9500000.0,107362708,11.301337684210500,98,Marcus Nispel,New Line Cinema,96
The Texas Chainsaw Massacre,chainsaw,R,Horror,2003-10-17,38.0,9500000.0,107362708,4,17,0,0,New Line Cinema,USA,98,Marcus Nispel,4,11.301337684210500,The Texas Chainsaw Massacre: The Beginning,R,Horror,2006-10-06,16000000.0,51764406,3.235275375,91,Jonathan Liebesman,New Line Cinema,36
Charlie's Angels,charlie,PG-13,Action,2000-11-03,52.0,93000000.0,264105545,15,30,0,0,Columbia Pictures,USA,98,McG,1,2.839844569892470,Charlie's Angels: Full Throttle,PG-13,Action,2003-06-27,120000000.0,259175788,2.1597982333333300,106,McG,Columbia Pictures,31
Child's Play,chucky,R,Horror,1988-11-09,58.0,9000000.0,44196684,2,3,0,0,United Artists,USA,87,Tom Holland,1,4.910742666666670,Child's Play 2,R,Horror,1990-11-09,13000000.0,35763605,2.7510465384615400,84,John Lafia,Universal Pictures,24
Child's Play 2,chucky,R,Horror,1990-11-09,37.0,13000000.0,35763605,1,0,0,0,Universal Pictures,USA,84,John Lafia,2,2.7510465384615400,Child's Play 3,R,Horror,1991-08-30,13000000.0,20560255,1.5815580769230800,90,Jack Bender,Universal Pictures,9
Child's Play 3,chucky,R,Horror,1991-08-30,27.0,13000000.0,20560255,1,3,0,0,Universal Pictures,UK,90,Jack Bender,3,1.5815580769230800,Bride of Chucky,R,Comedy,1998-10-16,25000000.0,50688658,2.02754632,89,Ronny Yu,Midwinter Productions Inc.,86
Bride of Chucky,chucky,R,Comedy,1998-10-16,48.0,25000000.0,50688658,5,7,0,0,Midwinter Productions Inc.,USA,89,Ronny Yu,4,2.02754632,Seed of Chucky,R,Comedy,2004-11-12,12000000.0,24829644,2.069137,87,Don Mancini,Rogue Pictures,73
Clerks,clerks,R,Comedy,1994-11-09,70.0,27000.0,3151130,6,10,0,0,View Askew Productions,USA,92,Kevin Smith,1,116.70851851851900,Clerks II,R,Comedy,2006-07-21,5000000.0,26986174,5.3972348,97,Kevin Smith,The Weinstein Company,140
Cloverfield,cloverfield,PG-13,Action,2008-01-18,64.0,25000000.0,172394180,5,30,0,0,Paramount Pictures,USA,85,Matt Reeves,1,6.8957672,10 Cloverfield Lane,PG-13,Drama,2016-03-11,15000000.0,110216998,7.347799866666670,103,Dan Trachtenberg,Paramount Pictures,98
Cocoon,cocoon,PG-13,Comedy,1985-06-21,65.0,17500000.0,85313124,5,11,1,1,Twentieth Century Fox,USA,117,Ron Howard,1,4.875035657142860,Cocoon: The Return,PG,Adventure,1988-11-23,17500000.0,25024919,1.4299953714285700,116,Daniel Petrie,Zanuck/Brown Productions,41
The Collector,collect,R,Horror,2009-07-31,29.0,6000000.0,10234475,0,2,0,0,LD Entertainment,USA,90,Marcus Dunstan,1,1.7057458333333300,The Collection,R,Horror,2012-11-30,7500000.0,9929706,1.3239608,82,Marcus Dunstan,LD Entertainment,40
The Conjuring,conjuring,R,Horror,2013-07-19,68.0,20000000.0,319494638,15,22,0,0,New Line Cinema,USA,112,James Wan,1,15.9747319,The Conjuring 2,R,Horror,2016-06-10,40000000.0,320392818,8.00982045,134,James Wan,New Line Cinema,35
Crank,crank,R,Action,2006-09-01,57.0,12000000.0,42931041,2,2,0,0,Lakeshore Entertainment,USA,88,Mark Neveldine,1,3.57758675,Crank: High Voltage,R,Action,2009-04-17,20000000.0,34572541,1.72862705,96,Mark Neveldine,Lionsgate,31
Critters,critters,PG-13,Comedy,1986-04-11,52.0,2000000.0,13167232,0,3,0,0,New Line Cinema,USA,86,Stephen Herek,1,6.583616,Critters 2,PG-13,Comedy,1988-04-29,4500000.0,3813293,0.8473984444444450,86,Mick Garris,New Line Cinema,24
The Crow,crow,R,Action,1994-05-13,71.0,23000000.0,50693129,5,7,0,0,Crowvision Inc.,USA,102,Alex Proyas,1,2.204049086956520,The Crow: City of Angels,R,Action,1996-08-30,13000000.0,17917287,1.3782528461538500,84,Tim Pope,Bad Bird Productions,27
101 Dalmatians,dalmation,G,Adventure,1996-11-27,49.0,75000000.0,320689294,3,9,0,0,Walt Disney Pictures,USA,103,Stephen Herek,1,4.275857253333330,102 Dalmatians,G,Adventure,2000-11-22,85000000.0,183611771,2.160138482352940,100,Kevin Lima,Cruella Productions,48
Daredevil,daredevil,PG-13,Action,2003-02-14,42.0,78000000.0,179179718,5,17,0,0,Marvel Enterprises,USA,103,Mark Steven Johnson,1,2.2971758717948700,Elektra,PG-13,Action,2005-01-14,43000000.0,56995646,1.3254801395348800,97,Rob Bowman,Twentieth Century Fox,23
Donnie Darko,darko,R,Drama,2002-01-30,88.0,6000000.0,6979093,11,15,0,0,Pandora Cinema,USA,113,Richard Kelly,1,1.1631821666666700,S. Darko,R,Mystery,2009-08-21,4000000.0,1079949,0.26998725,103,Chris Fisher,Silver Nitrate,91
The Da Vinci Code,davinci,PG-13,Mystery,2006-05-19,46.0,125000000.0,760006945,8,20,0,0,Columbia Pictures,USA,149,Ron Howard,1,6.08005556,Angels & Demons,PG-13,Action,2009-05-15,150000000.0,485930816,3.2395387733333300,138,Ron Howard,Columbia Pictures,36
Deadpool,deadpool,R,Action,2016-02-12,65.0,58000000.0,782612155,28,75,0,0,Twentieth Century Fox,USA,108,Tim Miller,1,13.493313017241400,Deadpool 2,R,Action,2018-05-18,110000000.0,785794179,7.143583445454550,119,David Leitch,Twentieth Century Fox,27
Happy Death Day,deathday,PG-13,Horror,2017-10-13,58.0,4800000.0,125479266,0,3,0,0,Universal Pictures,USA,96,Christopher Landon,1,26.14151375,Happy Death Day 2U,PG-13,Comedy,2019-02-13,9000000.0,64600152,7.177794666666670,100,Christopher Landon,Blumhouse Productions,16
Despicable Me,despicable,PG,Animation,2010-07-09,72.0,69000000.0,543113985,3,40,0,0,Universal Pictures,USA,95,Pierre Coffin,1,7.871217173913040,Despicable Me 2,PG,Animation,2013-07-03,76000000.0,970766005,12.773236907894700,98,Pierre Coffin,Universal Pictures,36
Despicable Me 2,despicable,PG,Animation,2013-07-03,62.0,76000000.0,970766005,12,65,0,1,Universal Pictures,USA,98,Pierre Coffin,2,12.773236907894700,Despicable Me 3,PG,Animation,2017-06-30,80000000.0,1034799409,12.9349926125,89,Kyle Balda,Illumination Entertainment,47
Die Hard,diehard,R,Action,1988-07-20,72.0,28000000.0,141482154,8,2,0,1,Twentieth Century Fox,USA,132,John McTiernan,1,5.052934071428570,Die Hard 2,R,Action,1990-07-03,70000000.0,240247433,3.432106185714290,124,Renny Harlin,Twentieth Century Fox,24
